Datum,/apple-aktie,/apple-aktie.1,/wirecard-aktie,/wirecard-aktie.1
18.05.2010,18.05.2010,29.3785,18.05.2010,8.3
17.05.2010,17.05.2010,29.1285,17.05.2010,8.152
14.05.2010,14.05.2010,8.189,,
13.05.2010,13.05.2010,29.8714,13.05.2010,8.435
12.05.2010,12.05.2010,29.6071,12.05.2010,8.5
11.05.2010,11.05.2010,28.9,11.05.2010,8.31
10.05.2010,10.05.2010,28.1714,10.05.2010,8.29
07.05.2010,07.05.2010,26.7214,07.05.2010,8.045
06.05.2010,06.05.2010,28.6644,06.05.2010,8.21
05.05.2010,05.05.2010,28.3428,05.05.2010,8.42
04.05.2010,04.05.2010,28.3928,04.05.2010,8.615
03.05.2010,03.05.2010,28.8285,03.05.2010,8.793
30.04.2010,30.04.2010,28.6571,30.04.2010,8.474
29.04.2010,29.04.2010,28.9143,29.04.2010,8.43
28.04.2010,28.04.2010,28.1428,28.04.2010,8.251
27.04.2010,27.04.2010,28.2,27.04.2010,8.362
26.04.2010,26.04.2010,28.9143,26.04.2010,8.5
23.04.2010,23.04.2010,28.8143,23.04.2010,8.38
22.04.2010,22.04.2010,27.7357,22.04.2010,8.35
21.04.2010,21.04.2010,27.5928,21.04.2010,8.614
20.04.2010,20.04.2010,26.05,20.04.2010,7.9
19.04.2010,19.04.2010,26.0857,19.04.2010,7.559
16.04.2010,16.04.2010,26.2785,16.04.2010,7.55
15.04.2010,15.04.2010,26.0571,15.04.2010,7.617
14.04.2010,14.04.2010,25.6428,14.04.2010,7.772
13.04.2010,13.04.2010,25.4928,13.04.2010,7.404
12.04.2010,12.04.2010,25.4857,12.04.2010,7.403
09.04.2010,09.04.2010,25.5643,09.04.2010,7.289
08.04.2010,08.04.2010,25.5857,08.04.2010,7.149
07.04.2010,07.04.2010,25.8,07.04.2010,7.261
06.04.2010,06.04.2010,25.4928,06.04.2010,7.399
01.04.2010,01.04.2010,25.0143,01.04.2010,7.208
31.03.2010,31.03.2010,24.8857,31.03.2010,7.0
30.03.2010,30.03.2010,25.1285,30.03.2010,6.35
29.03.2010,29.03.2010,24.7143,29.03.2010,7.48
26.03.2010,26.03.2010,24.5571,26.03.2010,7.733
25.03.2010,25.03.2010,24.65,25.03.2010,7.977
24.03.2010,24.03.2010,24.5928,24.03.2010,7.978
23.03.2010,23.03.2010,23.7857,23.03.2010,8.085
22.03.2010,22.03.2010,23.707,22.03.2010,8.02
19.03.2010,19.03.2010,23.4571,19.03.2010,7.952
18.03.2010,18.03.2010,23.4571,18.03.2010,8.3
17.03.2010,17.03.2010,23.4714,17.03.2010,8.13
16.03.2010,16.03.2010,23.3285,16.03.2010,8.89
15.03.2010,15.03.2010,23.2428,15.03.2010,8.692
12.03.2010,12.03.2010,23.5643,12.03.2010,9.01
11.03.2010,11.03.2010,23.4428,11.03.2010,9.03
10.03.2010,10.03.2010,23.4928,10.03.2010,9.076
09.03.2010,09.03.2010,23.4928,09.03.2010,9.24
08.03.2010,08.03.2010,22.9785,08.03.2010,9.352
05.03.2010,05.03.2010,22.8785,05.03.2010,9.3
04.03.2010,04.03.2010,22.0927,04.03.2010,9.0
03.03.2010,03.03.2010,21.8071,03.03.2010,9.053
02.03.2010,02.03.2010,22.1357,02.03.2010,8.801
01.03.2010,01.03.2010,22.0571,01.03.2010,8.83
26.02.2010,26.02.2010,21.4286,26.02.2010,8.831
25.02.2010,25.02.2010,20.9358,25.02.2010,8.561
24.02.2010,24.02.2010,21.0428,24.02.2010,8.86
23.02.2010,23.02.2010,20.8643,23.02.2010,8.85
22.02.2010,22.02.2010,21.0,22.02.2010,8.955
19.02.2010,19.02.2010,21.4071,19.02.2010,9.058
18.02.2010,18.02.2010,21.3714,18.02.2010,9.14
17.02.2010,17.02.2010,21.1428,17.02.2010,9.2
16.02.2010,16.02.2010,21.1428,16.02.2010,9.203
15.02.2010,15.02.2010,21.0143,15.02.2010,9.008
12.02.2010,12.02.2010,20.85,12.02.2010,9.0
11.02.2010,11.02.2010,20.6071,11.02.2010,9.004
10.02.2010,10.02.2010,20.3428,10.02.2010,8.96
09.02.2010,09.02.2010,20.3428,09.02.2010,8.83
08.02.2010,08.02.2010,20.55,08.02.2010,8.756
05.02.2010,05.02.2010,20.1928,05.02.2010,8.82
04.02.2010,04.02.2010,20.1786,04.02.2010,9.048
03.02.2010,03.02.2010,20.4641,03.02.2010,9.173
02.02.2010,02.02.2010,19.9356,02.02.2010,9.57
01.02.2010,01.02.2010,19.8571,01.02.2010,9.208
29.01.2010,29.01.2010,20.0928,29.01.2010,9.301
28.01.2010,28.01.2010,20.4428,28.01.2010,9.68
27.01.2010,27.01.2010,20.7357,27.01.2010,9.872
26.01.2010,26.01.2010,21.1857,26.01.2010,9.81
25.01.2010,25.01.2010,20.4214,25.01.2010,9.501
22.01.2010,22.01.2010,20.7356,22.01.2010,9.69
21.01.2010,21.01.2010,21.2214,21.01.2010,9.82
20.01.2010,20.01.2010,21.2714,20.01.2010,10.06
19.01.2010,19.01.2010,21.3857,19.01.2010,10.25
18.01.2010,18.01.2010,20.7714,18.01.2010,10.16
15.01.2010,15.01.2010,20.7214,15.01.2010,10.05
14.01.2010,14.01.2010,20.6643,14.01.2010,10.145
13.01.2010,13.01.2010,20.5357,13.01.2010,10.185
12.01.2010,12.01.2010,20.5357,12.01.2010,9.93
11.01.2010,11.01.2010,20.6714,11.01.2010,10.075
08.01.2010,08.01.2010,21.1143,08.01.2010,9.982
07.01.2010,07.01.2010,21.0571,07.01.2010,9.716
06.01.2010,06.01.2010,21.3571,06.01.2010,9.85
05.01.2010,05.01.2010,21.3428,05.01.2010,10.0
04.01.2010,04.01.2010,21.2,04.01.2010,9.913
01.01.2010,01.01.2010,20.7714,,
31.12.2009,31.12.2009,20.7714,,
30.12.2009,30.12.2009,20.7714,30.12.2009,9.65
29.12.2009,29.12.2009,20.98,29.12.2009,9.63
28.12.2009,28.12.2009,21.1014,28.12.2009,9.5
25.12.2009,25.12.2009,20.0714,,
24.12.2009,24.12.2009,20.0714,,
23.12.2009,23.12.2009,20.0714,23.12.2009,9.65
22.12.2009,22.12.2009,19.9928,22.12.2009,9.49
21.12.2009,21.12.2009,19.8601,21.12.2009,9.73
18.12.2009,18.12.2009,19.2714,18.12.2009,9.46
17.12.2009,17.12.2009,19.2128,17.12.2009,9.38
16.12.2009,16.12.2009,19.1857,16.12.2009,9.31
15.12.2009,15.12.2009,19.29,15.12.2009,8.98
14.12.2009,14.12.2009,19.1128,14.12.2009,8.98
11.12.2009,11.12.2009,19.0,11.12.2009,8.98
10.12.2009,10.12.2009,19.0,10.12.2009,8.95
09.12.2009,09.12.2009,18.7786,09.12.2009,8.92
08.12.2009,08.12.2009,18.5271,08.12.2009,8.8
07.12.2009,07.12.2009,18.39,07.12.2009,9.05
04.12.2009,04.12.2009,18.78,04.12.2009,8.83
03.12.2009,03.12.2009,18.7386,03.12.2009,8.79
02.12.2009,02.12.2009,18.8571,02.12.2009,8.67
01.12.2009,01.12.2009,19.0171,01.12.2009,8.65
30.11.2009,30.11.2009,18.9428,30.11.2009,8.46
27.11.2009,27.11.2009,19.3586,27.11.2009,8.52
26.11.2009,26.11.2009,19.0071,26.11.2009,8.32
25.11.2009,25.11.2009,19.4413,25.11.2009,8.59
24.11.2009,24.11.2009,19.5171,24.11.2009,8.43
23.11.2009,23.11.2009,19.6428,23.11.2009,8.43
20.11.2009,20.11.2009,19.1,20.11.2009,8.31
19.11.2009,19.11.2009,19.3144,19.11.2009,8.36
18.11.2009,18.11.2009,19.7028,18.11.2009,8.71
17.11.2009,17.11.2009,19.9271,17.11.2009,8.6
16.11.2009,16.11.2009,19.7428,16.11.2009,8.61
13.11.2009,13.11.2009,19.5328,13.11.2009,8.62
12.11.2009,12.11.2009,19.3571,12.11.2009,8.58
11.11.2009,11.11.2009,19.3,11.11.2009,8.55
10.11.2009,10.11.2009,19.2714,10.11.2009,8.56
09.11.2009,09.11.2009,18.9986,09.11.2009,8.66
06.11.2009,06.11.2009,18.5857,06.11.2009,8.6
05.11.2009,05.11.2009,18.6357,05.11.2009,8.74
04.11.2009,04.11.2009,18.6414,04.11.2009,8.57
03.11.2009,03.11.2009,18.2971,03.11.2009,8.5
02.11.2009,02.11.2009,18.4457,02.11.2009,8.66
30.10.2009,30.10.2009,18.43,30.10.2009,8.85
29.10.2009,29.10.2009,18.8414,29.10.2009,8.66
28.10.2009,28.10.2009,18.7786,28.10.2009,8.35
27.10.2009,27.10.2009,19.2857,27.10.2009,8.43
26.10.2009,26.10.2009,19.38,26.10.2009,8.59
23.10.2009,23.10.2009,19.57,23.10.2009,8.6
22.10.2009,22.10.2009,19.57,22.10.2009,8.74
21.10.2009,21.10.2009,19.5428,21.10.2009,8.75
20.10.2009,20.10.2009,19.1414,20.10.2009,8.61
19.10.2009,19.10.2009,17.99,19.10.2009,8.6
16.10.2009,16.10.2009,18.1286,16.10.2009,8.51
15.10.2009,15.10.2009,18.1714,15.10.2009,8.7
14.10.2009,14.10.2009,18.4043,14.10.2009,8.34
13.10.2009,13.10.2009,18.3414,13.10.2009,8.1
12.10.2009,12.10.2009,18.4571,12.10.2009,8.22
09.10.2009,09.10.2009,18.4214,09.10.2009,8.1
08.10.2009,08.10.2009,18.5,08.10.2009,8.05
07.10.2009,07.10.2009,18.4843,07.10.2009,8.03
06.10.2009,06.10.2009,18.3657,06.10.2009,8.07
05.10.2009,05.10.2009,18.1743,05.10.2009,7.82
02.10.2009,02.10.2009,18.05,02.10.2009,7.65
01.10.2009,01.10.2009,17.9828,01.10.2009,7.84
30.09.2009,30.09.2009,17.9928,30.09.2009,8.14
29.09.2009,29.09.2009,18.1814,29.09.2009,8.2
28.09.2009,28.09.2009,18.15,28.09.2009,8.25
25.09.2009,25.09.2009,17.8743,25.09.2009,7.98
24.09.2009,24.09.2009,17.8814,24.09.2009,8.07
23.09.2009,23.09.2009,18.0971,23.09.2009,8.22
22.09.2009,22.09.2009,17.7886,22.09.2009,8.25
21.09.2009,21.09.2009,17.73,21.09.2009,8.32
18.09.2009,18.09.2009,18.0114,18.09.2009,8.51
17.09.2009,17.09.2009,18.0171,17.09.2009,8.29
16.09.2009,16.09.2009,17.5143,16.09.2009,8.26
15.09.2009,15.09.2009,17.1428,15.09.2009,8.11
14.09.2009,14.09.2009,16.8728,14.09.2009,7.85
11.09.2009,11.09.2009,16.8843,11.09.2009,7.86
10.09.2009,10.09.2009,16.8271,10.09.2009,7.9
09.09.2009,09.09.2009,16.9314,09.09.2009,7.83
08.09.2009,08.09.2009,17.0,08.09.2009,7.66
07.09.2009,07.09.2009,17.0857,07.09.2009,7.63
04.09.2009,04.09.2009,16.9714,04.09.2009,7.43
03.09.2009,03.09.2009,16.6543,03.09.2009,7.18
02.09.2009,02.09.2009,16.6928,02.09.2009,7.29
01.09.2009,01.09.2009,16.6628,01.09.2009,7.21
31.08.2009,31.08.2009,16.7086,31.08.2009,7.32
28.08.2009,28.08.2009,16.92,28.08.2009,7.59
27.08.2009,27.08.2009,16.65,27.08.2009,7.72
26.08.2009,26.08.2009,16.9014,26.08.2009,7.79
25.08.2009,25.08.2009,16.9486,25.08.2009,8.11
24.08.2009,24.08.2009,16.9943,24.08.2009,7.78
21.08.2009,21.08.2009,16.8714,21.08.2009,7.84
20.08.2009,20.08.2009,16.7128,20.08.2009,7.92
19.08.2009,19.08.2009,16.4786,19.08.2009,7.71
18.08.2009,18.08.2009,16.3943,18.08.2009,7.29
17.08.2009,17.08.2009,16.3971,17.08.2009,7.1
14.08.2009,14.08.2009,16.6401,14.08.2009,7.59
13.08.2009,13.08.2009,16.8571,13.08.2009,7.65
12.08.2009,12.08.2009,16.7143,12.08.2009,7.4
11.08.2009,11.08.2009,16.3571,11.08.2009,7.5
10.08.2009,10.08.2009,16.7143,10.08.2009,7.34
07.08.2009,07.08.2009,16.5586,07.08.2009,7.4
06.08.2009,06.08.2009,16.63,06.08.2009,7.48
05.08.2009,05.08.2009,16.1714,05.08.2009,7.51
04.08.2009,04.08.2009,16.4843,04.08.2009,7.69
03.08.2009,03.08.2009,16.3228,03.08.2009,7.42
31.07.2009,31.07.2009,16.5386,31.07.2009,7.55
30.07.2009,30.07.2009,16.6514,30.07.2009,8.14
29.07.2009,29.07.2009,16.2857,29.07.2009,8.07
28.07.2009,28.07.2009,16.0257,28.07.2009,7.9
27.07.2009,27.07.2009,15.95,27.07.2009,7.95
24.07.2009,24.07.2009,15.9828,24.07.2009,8.0
23.07.2009,23.07.2009,15.8186,23.07.2009,8.12
22.07.2009,22.07.2009,15.8386,22.07.2009,8.19
21.07.2009,21.07.2009,15.2271,21.07.2009,7.99
20.07.2009,20.07.2009,15.5643,20.07.2009,7.89
17.07.2009,17.07.2009,15.0728,17.07.2009,8.1
16.07.2009,16.07.2009,14.8928,16.07.2009,7.94
15.07.2009,15.07.2009,14.8086,15.07.2009,7.68
14.07.2009,14.07.2009,14.6414,14.07.2009,7.45
13.07.2009,13.07.2009,14.3571,13.07.2009,7.12
10.07.2009,10.07.2009,14.0371,10.07.2009,6.88
09.07.2009,09.07.2009,13.9657,09.07.2009,6.9
08.07.2009,08.07.2009,13.873,08.07.2009,6.82
07.07.2009,07.07.2009,14.0,07.07.2009,6.86
06.07.2009,06.07.2009,14.14,06.07.2009,6.78
03.07.2009,03.07.2009,14.1728,03.07.2009,6.93
02.07.2009,02.07.2009,14.16,02.07.2009,6.8
01.07.2009,01.07.2009,14.61,01.07.2009,6.91
30.06.2009,30.06.2009,14.4286,30.06.2009,6.95
29.06.2009,29.06.2009,14.39,29.06.2009,6.88
26.06.2009,26.06.2009,14.36,26.06.2009,6.99
25.06.2009,25.06.2009,14.24,25.06.2009,6.79
24.06.2009,24.06.2009,13.9428,24.06.2009,6.81
23.06.2009,23.06.2009,13.6043,23.06.2009,6.21
22.06.2009,22.06.2009,14.0714,22.06.2009,6.23
19.06.2009,19.06.2009,14.1928,19.06.2009,6.41
18.06.2009,18.06.2009,14.0457,18.06.2009,6.55
17.06.2009,17.06.2009,14.0628,17.06.2009,6.46
16.06.2009,16.06.2009,14.1428,16.06.2009,6.6
15.06.2009,15.06.2009,13.9671,15.06.2009,6.53
12.06.2009,12.06.2009,13.9671,12.06.2009,6.83
11.06.2009,11.06.2009,14.3214,11.06.2009,6.89
10.06.2009,10.06.2009,14.1571,10.06.2009,6.9
09.06.2009,09.06.2009,14.3843,09.06.2009,6.71
08.06.2009,08.06.2009,14.6043,08.06.2009,6.52
05.06.2009,05.06.2009,14.7357,05.06.2009,6.65
04.06.2009,04.06.2009,14.39,04.06.2009,6.55
03.06.2009,03.06.2009,14.12,03.06.2009,6.48
02.06.2009,02.06.2009,13.97,02.06.2009,6.5
01.06.2009,01.06.2009,14.0028,01.06.2009,6.33
29.05.2009,29.05.2009,13.5,29.05.2009,6.42
28.05.2009,28.05.2009,13.6371,28.05.2009,6.18
27.05.2009,27.05.2009,13.7257,27.05.2009,6.39
26.05.2009,26.05.2009,13.2644,26.05.2009,6.3
25.05.2009,25.05.2009,12.6071,25.05.2009,6.4
22.05.2009,22.05.2009,12.5628,22.05.2009,6.38
21.05.2009,21.05.2009,12.8557,21.05.2009,6.41
20.05.2009,20.05.2009,13.28,20.05.2009,6.7
19.05.2009,19.05.2009,13.2873,19.05.2009,7.11
18.05.2009,18.05.2009,13.0857,18.05.2009,6.75
15.05.2009,15.05.2009,13.07,15.05.2009,6.35
14.05.2009,14.05.2009,12.77,14.05.2009,6.51
13.05.2009,13.05.2009,12.6214,13.05.2009,6.89
12.05.2009,12.05.2009,13.2614,12.05.2009,6.75
11.05.2009,11.05.2009,13.66,11.05.2009,6.62
08.05.2009,08.05.2009,13.5257,08.05.2009,6.71
07.05.2009,07.05.2009,13.6986,07.05.2009,6.3
06.05.2009,06.05.2009,14.0643,06.05.2009,6.61
05.05.2009,05.05.2009,14.1228,05.05.2009,6.52
04.05.2009,04.05.2009,13.8914,04.05.2009,6.2
01.05.2009,01.05.2009,13.6543,,
30.04.2009,30.04.2009,13.6543,30.04.2009,6.3
29.04.2009,29.04.2009,13.5543,29.04.2009,5.97
28.04.2009,28.04.2009,13.7171,28.04.2009,5.9
27.04.2009,27.04.2009,13.6143,27.04.2009,6.12
24.04.2009,24.04.2009,13.5043,24.04.2009,6.22
23.04.2009,23.04.2009,13.7014,23.04.2009,6.13
22.04.2009,22.04.2009,13.7443,22.04.2009,6.17
21.04.2009,21.04.2009,13.4971,21.04.2009,6.05
20.04.2009,20.04.2009,13.2757,20.04.2009,5.82
17.04.2009,17.04.2009,13.5257,17.04.2009,6.21
16.04.2009,16.04.2009,12.9971,16.04.2009,6.19
15.04.2009,15.04.2009,12.6114,15.04.2009,6.24
14.04.2009,14.04.2009,12.7857,14.04.2009,5.9
13.04.2009,13.04.2009,12.9286,,
10.04.2009,10.04.2009,12.9286,,
09.04.2009,09.04.2009,12.9286,09.04.2009,6.12
08.04.2009,08.04.2009,12.4071,08.04.2009,5.95
07.04.2009,07.04.2009,12.4171,07.04.2009,5.39
06.04.2009,06.04.2009,12.11,06.04.2009,5.58
03.04.2009,03.04.2009,12.1357,03.04.2009,5.51
02.04.2009,02.04.2009,11.9971,02.04.2009,5.44
01.04.2009,01.04.2009,11.5714,01.04.2009,5.17
31.03.2009,31.03.2009,11.2843,31.03.2009,5.0
30.03.2009,30.03.2009,11.1457,30.03.2009,4.72
27.03.2009,27.03.2009,11.5414,27.03.2009,4.81
26.03.2009,26.03.2009,11.5,26.03.2009,4.98
25.03.2009,25.03.2009,11.3486,25.03.2009,4.98
24.03.2009,24.03.2009,11.3571,24.03.2009,4.56
23.03.2009,23.03.2009,11.1257,23.03.2009,4.52
20.03.2009,20.03.2009,10.8214,20.03.2009,4.49
19.03.2009,19.03.2009,10.54,19.03.2009,4.48
18.03.2009,18.03.2009,11.0243,18.03.2009,4.36
17.03.2009,17.03.2009,10.7986,17.03.2009,4.4
16.03.2009,16.03.2009,10.6286,16.03.2009,4.45
13.03.2009,13.03.2009,10.5714,13.03.2009,4.42
12.03.2009,12.03.2009,10.6257,12.03.2009,4.35
11.03.2009,11.03.2009,10.4457,11.03.2009,4.33
10.03.2009,10.03.2009,9.84142,10.03.2009,4.44
09.03.2009,09.03.2009,9.83999,09.03.2009,4.29
06.03.2009,06.03.2009,9.40999,06.03.2009,4.18
05.03.2009,05.03.2009,10.2386,05.03.2009,4.25
04.03.2009,04.03.2009,10.4286,04.03.2009,4.53
03.03.2009,03.03.2009,10.0628,03.03.2009,4.28
02.03.2009,02.03.2009,10.1757,02.03.2009,4.26
27.02.2009,27.02.2009,10.08,27.02.2009,4.65
26.02.2009,26.02.2009,10.3571,26.02.2009,4.77
25.02.2009,25.02.2009,10.1614,25.02.2009,4.66
24.02.2009,24.02.2009,9.99999,24.02.2009,4.63
23.02.2009,23.02.2009,9.86442,23.02.2009,4.43
20.02.2009,20.02.2009,10.2643,20.02.2009,4.48
19.02.2009,19.02.2009,10.2586,19.02.2009,4.66
18.02.2009,18.02.2009,10.8528,18.02.2009,4.72
17.02.2009,17.02.2009,10.9927,17.02.2009,4.75
16.02.2009,16.02.2009,10.9957,16.02.2009,4.8
13.02.2009,13.02.2009,11.0186,13.02.2009,4.84
12.02.2009,12.02.2009,10.9214,12.02.2009,4.99
11.02.2009,11.02.2009,10.7628,11.02.2009,4.63
10.02.2009,10.02.2009,11.0471,10.02.2009,4.76
09.02.2009,09.02.2009,11.2114,09.02.2009,4.69
06.02.2009,06.02.2009,10.9771,06.02.2009,4.43
05.02.2009,05.02.2009,10.6714,05.02.2009,4.31
04.02.2009,04.02.2009,10.6828,04.02.2009,4.41
03.02.2009,03.02.2009,10.1428,03.02.2009,4.54
02.02.2009,02.02.2009,10.0943,02.02.2009,4.39
30.01.2009,30.01.2009,10.0428,30.01.2009,4.46
29.01.2009,29.01.2009,10.2643,29.01.2009,4.38
28.01.2009,28.01.2009,9.94142,28.01.2009,4.79
27.01.2009,27.01.2009,9.81856,27.01.2009,4.71
26.01.2009,26.01.2009,9.82856,26.01.2009,4.57
23.01.2009,23.01.2009,9.83713,23.01.2009,4.0
22.01.2009,22.01.2009,9.75142,22.01.2009,4.09
21.01.2009,21.01.2009,8.86571,21.01.2009,3.96
20.01.2009,20.01.2009,8.81285,20.01.2009,3.82
19.01.2009,19.01.2009,8.86713,19.01.2009,3.78
16.01.2009,16.01.2009,8.71428,16.01.2009,3.96
15.01.2009,15.01.2009,8.87142,15.01.2009,3.88
14.01.2009,14.01.2009,9.27571,14.01.2009,3.88
13.01.2009,13.01.2009,9.65142,13.01.2009,4.0
12.01.2009,12.01.2009,9.46856,12.01.2009,4.2
09.01.2009,09.01.2009,9.68556,09.01.2009,4.26
08.01.2009,08.01.2009,9.4157,08.01.2009,4.37
07.01.2009,07.01.2009,9.56999,07.01.2009,4.47
06.01.2009,06.01.2009,10.2228,06.01.2009,4.58
05.01.2009,05.01.2009,9.89713,05.01.2009,4.78
02.01.2009,02.01.2009,9.02856,02.01.2009,4.7
01.01.2009,01.01.2009,9.06856,,
31.12.2008,31.12.2008,9.06856,,
30.12.2008,30.12.2008,9.06856,30.12.2008,4.13
29.12.2008,29.12.2008,8.77142,29.12.2008,4.18
26.12.2008,26.12.2008,8.94571,,
25.12.2008,25.12.2008,8.94571,,
24.12.2008,24.12.2008,8.94571,,
23.12.2008,23.12.2008,8.94571,23.12.2008,4.19
22.12.2008,22.12.2008,8.83428,22.12.2008,4.2
19.12.2008,19.12.2008,9.24856,19.12.2008,4.31
18.12.2008,18.12.2008,8.94142,18.12.2008,4.35
17.12.2008,17.12.2008,8.88571,17.12.2008,4.33
16.12.2008,16.12.2008,9.74842,16.12.2008,4.38
15.12.2008,15.12.2008,9.87856,15.12.2008,4.49
12.12.2008,12.12.2008,10.3343,12.12.2008,4.35
11.12.2008,11.12.2008,10.7857,11.12.2008,4.54
10.12.2008,10.12.2008,10.7143,10.12.2008,4.65
09.12.2008,09.12.2008,11.3757,09.12.2008,4.59
08.12.2008,08.12.2008,10.8957,08.12.2008,4.54
05.12.2008,05.12.2008,10.0643,05.12.2008,4.26
04.12.2008,04.12.2008,10.5571,04.12.2008,4.42
03.12.2008,03.12.2008,10.4286,03.12.2008,4.25
02.12.2008,02.12.2008,10.22,02.12.2008,4.34
01.12.2008,01.12.2008,10.1028,01.12.2008,4.13
28.11.2008,28.11.2008,10.4571,28.11.2008,4.37
27.11.2008,27.11.2008,10.5914,27.11.2008,4.44
26.11.2008,26.11.2008,10.43,26.11.2008,4.31
25.11.2008,25.11.2008,9.9357,25.11.2008,4.51
24.11.2008,24.11.2008,9.99999,24.11.2008,4.21
21.11.2008,21.11.2008,9.35713,21.11.2008,3.81
20.11.2008,20.11.2008,9.43442,20.11.2008,3.81
19.11.2008,19.11.2008,10.1514,19.11.2008,4.02
18.11.2008,18.11.2008,10.1786,18.11.2008,4.5
17.11.2008,17.11.2008,9.98142,17.11.2008,4.5
14.11.2008,14.11.2008,10.2286,14.11.2008,4.5
13.11.2008,13.11.2008,10.1543,13.11.2008,4.45
12.11.2008,12.11.2008,10.5928,12.11.2008,4.41
11.11.2008,11.11.2008,10.5528,11.11.2008,4.55
10.11.2008,10.11.2008,10.85,10.11.2008,4.875
07.11.2008,07.11.2008,10.8957,07.11.2008,4.75
06.11.2008,06.11.2008,11.1743,06.11.2008,4.59
05.11.2008,05.11.2008,11.9371,05.11.2008,4.81
04.11.2008,04.11.2008,11.84,04.11.2008,5.15
03.11.2008,03.11.2008,12.1057,03.11.2008,4.75
31.10.2008,31.10.2008,12.1357,31.10.2008,4.53
30.10.2008,30.10.2008,12.0014,30.10.2008,4.47
29.10.2008,29.10.2008,11.6871,29.10.2008,4.56
28.10.2008,28.10.2008,10.7614,28.10.2008,3.86
27.10.2008,27.10.2008,10.8944,27.10.2008,3.84
24.10.2008,24.10.2008,10.7943,24.10.2008,4.131
23.10.2008,23.10.2008,10.9486,23.10.2008,4.33
22.10.2008,22.10.2008,10.9228,22.10.2008,4.47
21.10.2008,21.10.2008,10.5857,21.10.2008,4.78
20.10.2008,20.10.2008,10.0714,20.10.2008,4.7
17.10.2008,17.10.2008,10.6143,17.10.2008,4.15
16.10.2008,16.10.2008,10.04,16.10.2008,4.4
15.10.2008,15.10.2008,11.0257,15.10.2008,4.46
14.10.2008,14.10.2008,11.37,14.10.2008,4.83
13.10.2008,13.10.2008,10.8957,13.10.2008,5.11
10.10.2008,10.10.2008,9.64142,10.10.2008,4.33
09.10.2008,09.10.2008,9.60428,09.10.2008,4.3
08.10.2008,08.10.2008,9.71856,08.10.2008,3.4
07.10.2008,07.10.2008,9.94285,07.10.2008,4.06
06.10.2008,06.10.2008,9.67856,06.10.2008,4.1
03.10.2008,03.10.2008,10.7857,03.10.2008,4.8
02.10.2008,02.10.2008,10.7143,02.10.2008,4.84
01.10.2008,01.10.2008,11.0814,01.10.2008,4.94
30.09.2008,30.09.2008,11.1128,30.09.2008,5.13
29.09.2008,29.09.2008,11.0214,29.09.2008,4.79
26.09.2008,26.09.2008,12.3557,26.09.2008,5.76
25.09.2008,25.09.2008,12.85,25.09.2008,6.1
24.09.2008,24.09.2008,12.6627,24.09.2008,6.19
23.09.2008,23.09.2008,12.9271,23.09.2008,6.32
22.09.2008,22.09.2008,13.3228,22.09.2008,6.56
19.09.2008,19.09.2008,14.0371,19.09.2008,6.53
18.09.2008,18.09.2008,12.4957,18.09.2008,6.0
17.09.2008,17.09.2008,13.3243,17.09.2008,6.17
16.09.2008,16.09.2008,13.6971,16.09.2008,6.24
15.09.2008,15.09.2008,14.7141,15.09.2008,6.4
12.09.2008,12.09.2008,15.0314,12.09.2008,6.5
11.09.2008,11.09.2008,15.2871,11.09.2008,6.34
10.09.2008,10.09.2008,15.4571,10.09.2008,6.31
09.09.2008,09.09.2008,15.9271,09.09.2008,6.44
08.09.2008,08.09.2008,15.6271,08.09.2008,6.544
05.09.2008,05.09.2008,15.8571,05.09.2008,6.24
04.09.2008,04.09.2008,16.41,04.09.2008,6.44
03.09.2008,03.09.2008,16.4271,03.09.2008,6.656
02.09.2008,02.09.2008,16.8857,02.09.2008,6.944
01.09.2008,01.09.2008,16.6271,01.09.2008,6.776
29.08.2008,29.08.2008,16.6527,29.08.2008,6.664
28.08.2008,28.08.2008,17.0357,28.08.2008,6.376
27.08.2008,27.08.2008,16.8671,27.08.2008,6.128
26.08.2008,26.08.2008,16.9157,26.08.2008,5.824
25.08.2008,25.08.2008,16.8614,25.08.2008,6.056
22.08.2008,22.08.2008,17.0343,22.08.2008,6.048
21.08.2008,21.08.2008,16.5328,21.08.2008,6.016
20.08.2008,20.08.2008,17.0857,20.08.2008,6.312
19.08.2008,19.08.2008,17.0944,19.08.2008,5.464
18.08.2008,18.08.2008,17.2214,18.08.2008,5.384
15.08.2008,15.08.2008,17.4043,15.08.2008,5.208
14.08.2008,14.08.2008,17.2457,14.08.2008,5.328
13.08.2008,13.08.2008,17.0614,13.08.2008,5.24
12.08.2008,12.08.2008,17.0928,12.08.2008,5.52
11.08.2008,11.08.2008,16.6,11.08.2008,5.712
08.08.2008,08.08.2008,15.8571,08.08.2008,5.568
07.08.2008,07.08.2008,15.2828,07.08.2008,5.44
06.08.2008,06.08.2008,14.8571,06.08.2008,5.28
05.08.2008,05.08.2008,14.5714,05.08.2008,5.12
04.08.2008,04.08.2008,14.4286,04.08.2008,4.968
01.08.2008,01.08.2008,14.3871,01.08.2008,4.832
31.07.2008,31.07.2008,14.6843,31.07.2008,4.928
30.07.2008,30.07.2008,14.6186,30.07.2008,4.976
29.07.2008,29.07.2008,14.32,29.07.2008,4.776
28.07.2008,28.07.2008,14.3571,28.07.2008,4.672
25.07.2008,25.07.2008,14.6671,25.07.2008,4.8
